"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Hawkeye, Bowslinger","oracle-0150","true","certified","creature-template","{2}{W}","Legendary Creature — Human Archer Hero","W","b218f1f8-984c-488e-8222-37f05c674a6b","Hawkeye, Bowslinger","oracle-id","true","legal","paper,mtgo,arena"
"Hawkeye, Clint Barton","oracle-0006","true","certified","keyword-only","{3}{W}","Legendary Creature — Human Archer Hero","W","c9efec35-823f-4c78-be36-d1a57d8b6f44","Hawkeye, Clint Barton","oracle-id","true","legal","paper,mtgo,arena"
"Hawkeye, Trick Shot","oracle-0078","true","certified","creature-template","{3}{R}","Legendary Creature — Human Archer Hero","R","ead2aee3-4f95-4ff1-8be9-ea9619e2386e","Hawkeye, Trick Shot","oracle-id","true","legal","paper,mtgo,arena"
"Haystack","oracle-0172","true","certified","artifact-template","{1}{W}","Artifact","W","d64d69bd-1815-4647-90bc-767fad5c7da7","Haystack","oracle-id","true","legal","paper,mtgo"
"Haywire Mite","legacy","true","certified-legacy","manual","{1}","Artifact Creature — Insect","G","749d2994-44e7-40d3-8630-7bebed239e9e","Haywire Mite","canonical-name","true","legal","paper,mtgo"
"Hazard of the Dunes","oracle-0108","true","certified","creature-template","{3}{G}","Creature — Wurm","G","799664fc-279c-40c1-8e40-44a68c38801b","Hazard of the Dunes","oracle-id","true","legal","paper,arena,mtgo"
"Hazardous Blast","oracle-0108","true","certified","spell-template","{3}{R}","Sorcery","R","ffd666c7-a8ca-4467-8733-878efb127268","Hazardous Blast","oracle-id","true","legal","paper,arena,mtgo"
"Hazardous Conditions","oracle-0168","true","certified","spell-template","{2}{B}{G}","Sorcery","BG","ebdd2ac6-5159-4e71-9a12-3005c843686b","Hazardous Conditions","oracle-id","true","legal","paper,mtgo"
"Hazardroot Herbalist","oracle-0108","true","certified","creature-template","{2}{G}","Creature — Rabbit Druid","G","f40cb1af-3db6-4e90-830f-86ff4b60e239","Hazardroot Herbalist","oracle-id","true","legal","paper,mtgo,arena"
"Haze of Pollen","oracle-0018","true","certified","spell-template","{1}{G}","Instant","G","f0140f00-5414-493b-962d-33312d49f6ea","Haze of Pollen","oracle-id","true","legal","paper,mtgo"
"Haze of Rage","oracle-0108","true","certified","spell-template","{1}{R}","Sorcery","R","f17d0fb8-c157-43b8-be26-f5ba4c6aed14","Haze of Rage","oracle-id","true","legal","paper,mtgo"
"Hazel of the Rootbloom","legacy","true","certified-legacy","manual","{2}{B}{G}","Legendary Creature — Squirrel Druid","BG","845b40b1-dc09-44fa-9910-22544c1424ba","Hazel of the Rootbloom","canonical-name","true","legal","paper,mtgo"
"Hazel's Brewmaster","legacy","true","certified-legacy","manual","{3}{B}","Creature — Squirrel Warlock","B","e8180024-1979-4677-9a0d-e08d4b7c825a","Hazel's Brewmaster","canonical-name","true","legal","paper,mtgo"
"Hazel's Nocturne","oracle-0108","true","certified","spell-template","{3}{B}","Instant","B","2a74a055-ff7f-434b-8dfb-d9fb72579cee","Hazel's Nocturne","oracle-id","true","legal","paper,mtgo,arena"
"Hazerider Drake","oracle-0018","true","certified","creature-template","{2}{W}{U}","Creature — Drake","UW","b9be76a3-e14f-48dd-8824-17d5708ac7e0","Hazerider Drake","oracle-id","true","legal","paper,mtgo"
"Hazoret's Favor","oracle-0173","true","certified","enchantment-template","{2}{R}","Enchantment","R","2071b712-2539-4797-8359-f9adb31889ae","Hazoret's Favor","oracle-id","true","legal","paper,mtgo"
"Hazoret's Monument","oracle-0078","true","certified","artifact-template","{3}","Legendary Artifact","","f02a4cbf-f0bb-4bc7-99c2-6afa1b41ebb8","Hazoret's Monument","oracle-id","true","legal","paper,mtgo"
"Hazy Homunculus","oracle-0156","true","certified","creature-template","{1}{U}","Creature — Homunculus Illusion","U","1af26f29-627c-48e5-a19d-deb43a11a846","Hazy Homunculus","oracle-id","true","legal","paper,mtgo"
"He Who Hungers","oracle-0108","true","certified","creature-template","{4}{B}","Legendary Creature — Spirit","B","5449bf36-e26c-4f76-bcae-944c70d184f8","He Who Hungers","oracle-id","true","legal","paper,mtgo"
"Head of the Homestead","oracle-0006","true","certified","creature-template","{3}{G/W}{G/W}","Creature — Rabbit Citizen","GW","467d6acb-9a3c-433f-836d-54e0e670b7d0","Head of the Homestead","oracle-id","true","legal","paper,mtgo,arena"
"Headhunter","oracle-0035","true","certified","creature-template","{1}{B}","Creature — Human Cleric","B","83578de7-5488-4952-af47-8fe966897210","Headhunter","oracle-id","true","legal","paper,mtgo"
"Headless Horseman","oracle-0006","true","certified","vanilla","{2}{B}","Creature — Zombie Knight","B","5bb4961f-0a24-40f8-bfba-8618a9375c93","Headless Horseman","oracle-id","true","legal","paper"
"Headless Rider","oracle-0078","true","certified","creature-template","{2}{B}","Creature — Zombie","B","d4fdacd7-3101-44e2-a880-dde7326137a4","Headless Rider","oracle-id","true","legal","arena,paper,mtgo"
"Headless Skaab","oracle-0108","true","certified","creature-template","{2}{U}","Creature — Zombie Warrior","U","203365d4-4793-47af-840e-418bd5569d50","Headless Skaab","oracle-id","true","legal","paper,mtgo"
"Headlong Rush","oracle-0078","true","certified","spell-template","{1}{R}","Instant","R","cc3abacc-6643-49c5-8df8-5b56ab20fba5","Headlong Rush","oracle-id","true","legal","paper,mtgo"
"Headstone","oracle-0054","true","certified","spell-template","{1}{B}","Instant","B","cbf767d4-9be4-417a-bbf7-0c72ede727b4","Headstone","oracle-id","true","legal","paper"
"Headstrong Brute","oracle-0054","true","certified","creature-template","{2}{R}","Creature — Orc Pirate","R","675ed28e-4328-4638-aaad-3f47e5c7895f","Headstrong Brute","oracle-id","true","legal","arena,paper,mtgo"
"Headwater Sentries","oracle-0006","true","certified","vanilla","{3}{U}","Creature — Merfolk Warrior","U","17aa790d-d16a-4a90-b8ba-cd50e62f02f0","Headwater Sentries","oracle-id","true","legal","arena,paper,mtgo"
"Heal the Scars","oracle-0134","true","certified","spell-template","{3}{G}","Instant","G","cc65a99f-ac7f-4ded-bb00-a5daf51e4bcd","Heal the Scars","oracle-id","true","legal","paper,mtgo"
"Healer of the Glade","oracle-0006","true","certified","creature-template","{G}","Creature — Elemental","G","2701b912-b672-4764-97f7-51c444f754f2","Healer of the Glade","oracle-id","true","legal","arena,paper,mtgo"
"Healer of the Pride","oracle-0035","true","certified","creature-template","{3}{W}","Creature — Cat Cleric","W","69b9fa68-b409-4de1-9a40-5262386a0180","Healer of the Pride","oracle-id","true","legal","paper,mtgo"
"Healer's Flock","oracle-0006","true","certified","keyword-only","{W}{W}{W}","Creature — Bird","W","0b3b2fb1-d5fe-4d14-985a-85f13cd60d9c","Healer's Flock","oracle-id","true","legal","paper,mtgo"
"Healer's Hawk","oracle-0006","true","certified","keyword-only","{W}","Creature — Bird","W","28a52ba1-95da-44e1-8ac5-0dc23c902394","Healer's Hawk","oracle-id","true","legal","paper,arena,mtgo"
"Healer's Headdress","oracle-0078","true","certified","equipment-template","{2}","Artifact — Equipment","W","bf689834-dcb7-4370-a986-bf542f88aba5","Healer's Headdress","oracle-id","true","legal","paper,mtgo"
"Healing Hands","oracle-0035","true","certified","spell-v4-template","{2}{W}","Sorcery","W","3cc48835-3ac0-4774-b380-f9b21d2dc974","Healing Hands","oracle-id","true","legal","paper,mtgo"
"Healing Leaves","oracle-0078","true","certified","spell-template","{G}","Instant","G","9c675e7a-1d68-44b2-9c1a-543b73782437","Healing Leaves","oracle-id","true","legal","paper,mtgo"
"Healing Salve","oracle-0078","true","certified","spell-template","{W}","Instant","W","8da8644c-75a1-4fe9-8e94-900d948d631c","Healing Salve","oracle-id","true","legal","paper"
"Heap Doll","oracle-0035","true","certified","creature-template","{1}","Artifact Creature — Scarecrow","","aa7f0f15-bcbb-4af5-ad31-ff215dd81e71","Heap Doll","oracle-id","true","legal","paper,mtgo"
"Heap Gate","oracle-0108","true","certified","land-mana-template","","Land — Gate","","35922a30-6b84-44dd-a2f0-306554a1ae90","Heap Gate","oracle-id","true","legal","paper,mtgo"
"Heart Sliver","oracle-0078","true","certified","creature-template","{1}{R}","Creature — Sliver","R","6dd1f375-e8f2-4725-8fbd-9750c4860820","Heart Sliver","oracle-id","true","legal","paper,mtgo"
"Heart Warden","oracle-0035","true","certified","creature-template","{1}{G}","Creature — Elf Druid","G","babcc551-39bb-4b1c-92a0-e60b236a59b2","Heart Warden","oracle-id","true","legal","paper,mtgo"
"Heart of Light","oracle-0108","true","certified","aura-template","{2}{W}","Enchantment — Aura","W","634d0256-849d-4ef7-b070-b6b8f3242e00","Heart of Light","oracle-id","true","legal","paper,mtgo"
"Heart of Ramos","oracle-0078","true","certified","artifact-template","{3}","Artifact","R","4c774c6e-c5a0-4018-b494-d3c521d2cac3","Heart of Ramos","oracle-id","true","legal","paper,mtgo"
"Heart-Piercer Bow","oracle-0078","true","certified","equipment-template","{2}","Artifact — Equipment","","ebe9dad7-d74d-4fa8-b17a-88ff79209379","Heart-Piercer Bow","oracle-id","true","legal","paper,mtgo"
"Heart-Shaped Herb","legacy","true","certified-legacy","manual","{4}","Artifact","","20418984-bc6d-42e5-ada6-30b5281925c0","Heart-Shaped Herb","canonical-name","true","legal","paper,mtgo"
"Heartfire","oracle-0150","true","certified","spell-template","{1}{R}","Instant","R","2f6f5054-4a48-458e-969e-3a0f0e507354","Heartfire","oracle-id","true","legal","arena,paper"
"Heartfire Immolator","oracle-0054","true","certified","creature-template","{1}{R}","Creature — Human Wizard","R","1e414a4f-6e76-4cbe-9c69-d52852cd5bc0","Heartfire Immolator","oracle-id","true","legal","paper,arena,mtgo"
"Hearth Charm","oracle-0078","true","certified","spell-template","{R}","Instant","R","4ce95005-82b3-4921-b1c4-60d775a012a2","Hearth Charm","oracle-id","true","legal","paper,mtgo"
"Hearth Kami","oracle-0134","true","certified","creature-template","{1}{R}","Creature — Spirit","R","2496424b-2312-40d9-acbf-e22272d90bad","Hearth Kami","oracle-id","true","legal","paper,mtgo"
"Hearthborn Battler","oracle-0150","true","certified","creature-template","{2}{R}","Creature — Lizard Warlock","R","beb02f49-95a6-49bf-b176-4e4b2ab5b651","Hearthborn Battler","oracle-id","true","legal","paper,mtgo,arena"
"Hearthcage Giant","oracle-0078","true","certified","creature-template","{6}{R}{R}","Creature — Giant Warrior","R","7e523d42-c7d8-47d1-8874-230920f03345","Hearthcage Giant","oracle-id","true","legal","paper,mtgo"
"Hearthfire Hobgoblin","oracle-0006","true","certified","keyword-only","{R/W}{R/W}{R/W}","Creature — Goblin Soldier","RW","bc940eda-efa8-4227-9b56-0c6fbf1398d2","Hearthfire Hobgoblin","oracle-id","true","legal","paper,mtgo"
"Hearthhull, the Worldseed","legacy","true","certified-legacy","manual","{1}{B}{R}{G}","Legendary Artifact — Spacecraft","BRG","8d6f82d9-5c5b-4c41-8857-c0936f2d894c","Hearthhull, the Worldseed","canonical-name","true","legal","paper,mtgo,arena"
"Heartlash Cinder","oracle-0150","true","certified","creature-template","{1}{R}","Creature — Elemental Warrior","R","04560bc2-df00-4f75-95a0-a63e2ce760b0","Heartlash Cinder","oracle-id","true","legal","paper,mtgo"
"Heartless Pillage","oracle-0108","true","certified","spell-template","{2}{B}","Sorcery","B","8e5e8bca-b52a-4178-ab53-bdd0e0e11dc1","Heartless Pillage","oracle-id","true","legal","paper,mtgo"
"Heartless Summoning","oracle-0078","true","certified","enchantment-template","{1}{B}","Enchantment","B","fa1be67e-a07e-42ce-88be-446acd643dc6","Heartless Summoning","oracle-id","true","legal","paper,mtgo"
"Heartmender","oracle-0172","true","certified","creature-template","{2}{G/W}{G/W}","Creature — Elemental","GW","ab4cf0ba-617f-4ef6-a831-eb3b41b4ab34","Heartmender","oracle-id","true","legal","paper,mtgo"
"Hearts on Fire","oracle-0134","true","certified","spell-template","{1}{R}","Instant","R","c7502366-1a13-473a-b952-a26ce2e21cf2","Hearts on Fire","oracle-id","true","legal","paper,arena,mtgo"
"Heartstabber Mosquito","oracle-0078","true","certified","creature-template","{3}{B}","Creature — Insect","B","f8fca88f-5eab-4854-913c-44261720a4d2","Heartstabber Mosquito","oracle-id","true","legal","paper"
"Heartwood Treefolk","oracle-0006","true","certified","keyword-only","{2}{G}{G}","Creature — Treefolk","G","27c21086-8d19-4379-af37-f251b2ec2502","Heartwood Treefolk","oracle-id","true","legal","paper,mtgo"
"Heat Ray","oracle-0006","true","certified","spell-template","{X}{R}","Instant","R","76ec76b9-da0f-4b9d-ad0a-d734052a5f2b","Heat Ray","oracle-id","true","legal","paper,mtgo"
"Heat Shimmer","oracle-0134","true","certified","spell-template","{2}{R}","Sorcery","R","5c80d39e-f3af-4d24-bca0-19f0bd0f5082","Heat Shimmer","oracle-id","true","legal","paper,mtgo"
"Heat of Battle","oracle-0078","true","certified","enchantment-template","{1}{R}","Enchantment","R","400285bb-ded9-4018-a7ea-3e6f4d24b900","Heat of Battle","oracle-id","true","legal","paper,mtgo"
"Heated Debate","oracle-0018","true","certified","spell-template","{2}{R}","Instant","R","06c3e85c-17d8-44e1-a0f8-07ef3f1624cb","Heated Debate","oracle-id","true","legal","arena,paper,mtgo"
"Heaven // Earth","oracle-0108","true","certified","spell-template","{X}{G}{X}{R}{R}","Instant // Sorcery","GR","03d3fee8-f7de-4152-8c18-6d279cc6c125","Heaven // Earth","oracle-id","true","legal","paper,mtgo"
"Heaven's Gate","oracle-0150","true","certified","spell-template","{W}","Instant","W","fafdba94-51cd-413c-82f3-eb294825c6ca","Heaven's Gate","oracle-id","true","legal","paper"
"Heavenly Qilin","oracle-0108","true","certified","creature-template","{2}{W}","Creature — Kirin","W","cbe1c80a-db82-460a-b6e9-d0e429628aa1","Heavenly Qilin","oracle-id","true","legal","paper"
"Heavy Arbalest","oracle-0134","true","certified","equipment-template","{3}","Artifact — Equipment","","748fd75b-c61b-4e02-889d-b7dab23319ef","Heavy Arbalest","oracle-id","true","legal","paper,mtgo"
"Heavy Ballista","oracle-0035","true","certified","creature-template","{3}{W}","Creature — Human Soldier","W","b4219836-c802-49e2-9a66-f03ca8f13895","Heavy Ballista","oracle-id","true","legal","paper,mtgo"
"Heavy Infantry","oracle-0035","true","certified","creature-template","{4}{W}","Creature — Human Soldier","W","d07707ef-fa4e-423f-8a1f-095d19100321","Heavy Infantry","oracle-id","true","legal","paper,mtgo"
"Heavy Mattock","oracle-0134","true","certified","equipment-template","{3}","Artifact — Equipment","","f1f45310-d665-400d-934f-e48e7858ce8c","Heavy Mattock","oracle-id","true","legal","paper,mtgo"
"Heavyweight Demolisher","oracle-0108","true","certified","creature-template","{7}","Artifact Creature — Construct","R","fe71ada0-ac86-4035-9b6b-4c24ae65034c","Heavyweight Demolisher","oracle-id","true","legal","paper,arena,mtgo"
"Heckling Fiends","oracle-0169","true","certified","creature-template","{2}{R}","Creature — Devil","R","4b8fb8dc-f1c5-4994-8a58-4849e7e85539","Heckling Fiends","oracle-id","true","legal","paper"
"Hecteyes","oracle-0018","true","certified","creature-template","{1}{B}","Creature — Ooze Horror","B","7a11b4ed-430d-4ef8-b0c1-6a022f12448c","Hecteyes","oracle-id","true","legal","paper,arena,mtgo"
"Hedge Maze","oracle-0035","true","certified","land-mana-template","","Land — Forest Island","GU","ca4b6689-04ee-4227-9bdc-cb5a9590c745","Hedge Maze","oracle-id","true","legal","paper,arena,mtgo"
"Hedge Troll","oracle-0054","true","certified","creature-template","{2}{G}","Creature — Troll Cleric","GW","500663c1-390c-4598-b614-4168c4f7debe","Hedge Troll","oracle-id","true","legal","paper,mtgo"
"Hedgewitch's Mask","oracle-0108","true","certified","equipment-template","{W}","Artifact — Equipment","W","c74f6a83-a280-450e-969d-6b3fa28c8744","Hedgewitch's Mask","oracle-id","true","legal","arena,paper,mtgo"
"Hedron Archive","legacy","true","certified-legacy","manual","{4}","Artifact","","32263baa-d3f0-463f-92b3-4e9938476add","Hedron Archive","canonical-name","true","legal","paper,arena,mtgo"
"Hedron Blade","oracle-0134","true","certified","equipment-template","{1}","Artifact — Equipment","","cf7ca005-410d-40c8-aae4-89f41f81848b","Hedron Blade","oracle-id","true","legal","paper,mtgo"
"Hedron Crab","legacy","true","certified-legacy","manual","{U}","Creature — Crab","U","7216f974-3c84-40ef-b904-82019900c204","Hedron Crab","canonical-name","true","legal","paper,mtgo"
"Hedron Crawler","oracle-0006","true","certified","creature-template","{2}","Artifact Creature — Construct","","0b9a4e06-b21d-4cbe-906f-9dbd08dbe5d3","Hedron Crawler","oracle-id","true","legal","paper,mtgo"
"Hedron Detonator","oracle-0078","true","certified","creature-template","{2}{R}","Creature — Goblin Artificer","R","9221b29b-9351-4f70-9af4-8b9a33b43138","Hedron Detonator","oracle-id","true","legal","paper,mtgo"
"Hedron Matrix","oracle-0161","true","certified","equipment-template","{4}","Artifact — Equipment","","dc748941-fd91-4a0e-b0c4-04c9092ff158","Hedron Matrix","oracle-id","true","legal","paper"
"Hedron Rover","oracle-0035","true","certified","creature-template","{4}","Artifact Creature — Construct","","1b2826ea-a3d5-4b8a-b362-0b0880d1cc48","Hedron Rover","oracle-id","true","legal","paper,mtgo"
"Hedron Scrabbler","oracle-0035","true","certified","creature-template","{2}","Artifact Creature — Construct","","180d9c48-6d6c-4d20-965a-0ee2ad57f99b","Hedron Scrabbler","oracle-id","true","legal","paper,mtgo"
"Hedron-Field Purists","oracle-0164","true","certified","creature-template","{2}{W}","Creature — Human Cleric","W","ecc3e2ac-6534-4350-92f4-2c1f578d854e","Hedron-Field Purists","oracle-id","true","legal","paper,mtgo"
