"name","oracle_id","mana_cost","type_line","color_identity","layout","status","reason","semantic_class"
"Magus of the Will","f32c5530-6692-4d47-8789-c73da23fd5b7","{2}{B}","Creature — Human Wizard","B","normal","deferred","oracle-needs-explicit-semantics",""
"Mai, Scornful Striker","953a2bd3-5bca-41fc-8785-66b2d7fa381a","{1}{B}","Legendary Creature — Human Noble Ally","B","normal","deferred","oracle-needs-explicit-semantics",""
"Mairsil, the Pretender","ed5fbae0-2dca-44a5-84dc-62674b3a92a6","{1}{U}{B}{R}","Legendary Creature — Human Wizard","BRU","normal","deferred","oracle-needs-explicit-semantics",""
"Majestic Auricorn","9c13f77a-800c-4fb6-b54a-89a96e12d279","{4}{W}","Creature — Unicorn","W","mutate","deferred","complex-layout",""
"Majestic Genesis","15039c85-31e2-4a2b-82f8-2f8270ff9a00","{6}{G}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Majestic Myriarch","c39dca94-3849-4edb-bba9-e7a2eefa5021","{4}{G}","Creature — Chimera","G","normal","deferred","oracle-needs-explicit-semantics",""
"Make Mischief","5de50aa5-3b30-4d7d-9203-bc8fc0f8fb34","{2}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Make Your Mark","1c7ca399-7d85-452b-97c0-5d7f6c0eeb12","{R/W}","Instant","RW","normal","deferred","spell-needs-explicit-semantics",""
"Make Your Own Luck","41246140-4b44-40c4-b92b-501e49c50bf7","{3}{G}{U}","Sorcery","GU","normal","deferred","spell-needs-explicit-semantics",""
"Make a Wish","888ccda6-896f-40f3-93a1-efc48254af34","{3}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Make a _____ Splash","fe2601a4-cbd5-4866-92a2-5586f737c9af","{2}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Make an Example","591edddc-3736-44cf-9719-117c24ff3980","{3}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Makeshift Mannequin","d9dfdbbb-75b3-43d3-8ed6-371cb98a0124","{3}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"Malakir Rebirth // Malakir Mire","a731e87b-8d99-4b64-8ee3-8e540d652366","","Instant // Land","B","modal_dfc","deferred","double-faced-card-needs-complete-front-semantics",""
"Malamet Battle Glyph","483a0caa-e912-41e9-aaa3-bcea9369ec06","{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Malboro","6804e329-800b-4aa4-9a00-b9a1f4b9537b","{4}{B}{B}","Creature — Plant Horror","B","normal","deferred","oracle-needs-explicit-semantics",""
"Malcator, Purity Overseer","0d1c6a82-943a-46bd-97ed-6055226ef2ab","{1}{W}{U}","Legendary Creature — Phyrexian Elephant Wizard","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Malcolm, Alluring Scoundrel","3bba3b36-f8d7-4fd6-892a-797226210b6e","{1}{U}","Legendary Creature — Siren Pirate","U","normal","deferred","oracle-needs-explicit-semantics",""
"Malcolm, Keen-Eyed Navigator","a66f8b44-0163-4456-b152-4acefab896a4","{2}{U}","Legendary Creature — Siren Pirate","U","normal","deferred","oracle-needs-explicit-semantics",""
"Malevolent Hermit // Benevolent Geist","51233ade-70cd-4539-9f41-5ffab761da54","","Creature — Human Wizard // Creature — Spirit Wizard","U","transform","deferred","double-faced-card-needs-face-transition-semantics",""
"Malevolent Noble","4c23ae3a-108f-4a09-b89f-8c43c33dd144","{1}{B}","Creature — Human Noble","B","normal","deferred","oracle-needs-explicit-semantics",""
"Malevolent Witchkite","aee2cd1b-9bf9-4b91-83a4-2f1dbc82dcf4","{4}{B}{B}","Creature — Dragon Warlock","B","normal","deferred","oracle-needs-explicit-semantics",""
"Malfegor","52e1546a-63eb-48d7-acc4-81b912aabc90","{2}{B}{B}{R}{R}","Legendary Creature — Demon Dragon","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Malignant Growth","b3235d21-ce52-4a99-a2fe-99b0fe7cc8bc","{3}{G}{U}","Enchantment","GU","normal","deferred","noncreature-needs-explicit-semantics",""
"Malignus","f90174b3-effc-4c81-8cb0-856a0646516d","{3}{R}{R}","Creature — Elemental Spirit","R","normal","deferred","dynamic-power-toughness",""
"Malik, Grim Manipulator","416608a1-89a4-44ce-8fd0-fab6b023d3d4","{2}{R}{W}{B}","Legendary Creature — Human Rogue","BRW","normal","deferred","oracle-needs-explicit-semantics",""
"Mammoth Harness","f2e106c6-7666-42cd-9a02-e51327fb80e8","{3}{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Mammoth Umbra","cd0e6cdb-9b7f-47d6-9478-fb50003165af","{4}{W}","Enchantment — Aura","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Breach","221d0305-94db-4791-9dc7-89ee96c7fcd6","{2}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Cache","1c09f2d1-413b-4a92-aa39-99c1a2106814","{1}{R}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Cannons","26d28b68-e03b-4367-ae4b-5e54f42f8a88","{2}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Chains","340d27c6-2e8e-472a-85f5-9b36d9cc3e42","{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Clash","a2f5a5fd-14dc-48e8-bdb0-984a83288023","{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Mana Drain","74d3277a-38e5-4732-afed-084a56148f20","{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Mana Echoes","369e90e5-a31b-49cc-b594-8a853f244be1","{2}{R}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Maze","5b6f9d55-eae8-48fd-a1d1-d56939adaf3a","{1}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Reflection","a3a8a044-283d-443e-bc40-c2f826d70c22","{4}{G}{G}","Enchantment","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana Sculpt","35e2f82e-7ca3-4a92-9134-b7999eef5337","{1}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Mana Seism","6faa6b62-d516-415c-8029-223c3f18f8af","{1}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Mana Short","48207d1c-448a-4e1b-974a-642dfea75933","{2}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Mana Vapors","8e082c95-cdc4-4f29-9915-05f83298f14d","{1}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Mana Web","82909ff4-f6f7-44f1-bbd0-6e54afa5ee6d","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Mana-Charged Dragon","87354a7b-01be-419e-b383-4c28e12a2f2b","{4}{R}{R}","Creature — Dragon","R","normal","deferred","oracle-needs-explicit-semantics",""
"Manabarbs","0f1afedd-c60f-454f-b84a-c8117aec0128","{3}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Manaforge Cinder","3c9535a2-7995-42de-a56f-0a445f2dd697","{B/R}","Creature — Elemental Shaman","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Manaplasm","9061e2ae-7385-494a-a511-0b6531d1fe0e","{2}{G}","Creature — Ooze","G","normal","deferred","oracle-needs-explicit-semantics",""
"Manascape Refractor","ae3517db-bb96-4c29-91dc-5bd68683dced","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Mandate of Abaddon","20582c7b-edd3-4189-98ec-8fabd39034b0","{3}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Mandate of Peace","c309ec42-34a0-4083-a36c-7814643d7960","{1}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Mangara of Corondor","7a5789b3-68a2-4079-8ec5-3b5e1d2c739b","{1}{W}{W}","Legendary Creature — Human Wizard","W","normal","deferred","oracle-needs-explicit-semantics",""
"Mangara's Blessing","5d9431de-7cf0-43d4-9b86-e0ef4a7756f9","{2}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Mangara's Equity","c7986014-30e0-4999-ab95-b86620471419","{1}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Mangara's Tome","f515c691-07be-47ea-8bc0-46221eab8b46","{5}","Artifact — Book","","normal","deferred","noncreature-needs-explicit-semantics",""
"Manifestation Sage","d8bcd896-cae9-4733-a437-165644b8b0e8","{G/U}{G/U}{G/U}{G/U}","Creature — Human Wizard","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Manifold Insights","9c793037-6ba8-400a-b24d-6032141e8dae","{2}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Manor Gargoyle","edb6c7ea-b4e1-4cb7-b5a9-8c5644a2aad9","{5}","Artifact Creature — Gargoyle","","normal","deferred","oracle-needs-explicit-semantics",""
"Mantle of the Ancients","7424560f-557f-4bc9-a3e7-eb890c73aaa3","{3}{W}{W}","Enchantment — Aura","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Maralen of the Mornsong","0b40032b-711d-499f-8bb9-87855f1fce9e","{1}{B}{B}","Legendary Creature — Elf Wizard","B","normal","deferred","oracle-needs-explicit-semantics",""
"Maralen, Fae Ascendant","114e1d2c-cefc-4e2a-922e-3b2ceed1871d","{2}{B}{G}{U}","Legendary Creature — Elf Faerie Noble","BGU","normal","deferred","oracle-needs-explicit-semantics",""
"Marang River Prowler","002e767c-0b30-4ad1-a924-88da400a4cff","{2}{U}","Creature — Human Rogue","U","normal","deferred","oracle-needs-explicit-semantics",""
"Marang River Regent // Coil and Catch","099b8d2c-b482-48dd-b6bc-dedf546d66c5","{4}{U}{U} // {3}{U}","Creature — Dragon // Instant — Omen","U","adventure","deferred","unsupported-adventure-face-types",""
"Marath, Will of the Wild","fae87115-8749-4d25-a594-7139dd01a034","{R}{G}{W}","Legendary Creature — Elemental Beast","GRW","normal","deferred","oracle-needs-explicit-semantics",""
"Marauding Mako","e349be42-5f14-44a9-9608-281985c10e2d","{R}","Creature — Shark Pirate","R","normal","deferred","unbound-event-amount",""
"Marauding Raptor","b3fe2f61-c58e-4ebc-a5e3-99d6b6f62caf","{1}{R}","Creature — Dinosaur","R","normal","deferred","oracle-needs-explicit-semantics",""
"Marble Priest","96bcabee-e84e-409f-8439-80f5308d73e9","{5}","Artifact Creature — Cleric","","normal","deferred","oracle-needs-explicit-semantics",""
"March from Velis Vel","25ba6f57-3d50-4c3e-ab55-284e91d684a6","{2}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"March from the Tomb","9d2b9f3b-9ba1-4f28-8cd9-490803190e24","{3}{W}{B}","Sorcery","BW","normal","deferred","spell-needs-explicit-semantics",""
"March of Burgeoning Life","a81fd70c-c2bc-4863-97a0-facde86f024c","{X}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"March of Otherworldly Light","ed06e421-480c-40c8-8c3e-1e466e5327b2","{X}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"March of Progress","dd45c284-c34c-4085-8066-dbeee223fb6e","{2}{U}","Sorcery","U","normal","deferred","overload-body-needs-complete-semantics",""
"March of Reckless Joy","3b3ecaf2-7e95-4b62-9bc0-a61985508808","{X}{R}","Instant","R","normal","deferred","spell-needs-explicit-semantics",""
"March of Souls","bca7101b-e74b-42af-ac63-1b3defb4137d","{4}{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"March of Swirling Mist","debc69ea-372a-4720-838a-16856cd50b07","{X}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"March of Wretched Sorrow","6e638332-fba1-4e91-9237-fdff23826640","{X}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"March of the Canonized","9eb427ab-1483-4c40-8cb2-fd463e1e5fe0","{X}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"March of the Machines","51092634-308e-4779-aa51-182715dbc734","{3}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Marchesa, the Black Rose","17a59d3d-9e01-48cd-bb4a-3eaaa077751c","{1}{U}{B}{R}","Legendary Creature — Human Wizard","BRU","normal","deferred","oracle-needs-explicit-semantics",""
"Marcus, Mutant Mayor","c9db8f36-2c72-403e-b2b7-7cdfba5feaa4","{3}{G}{U}","Legendary Creature — Mutant Advisor","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Mardu Charm","147eabab-9d93-4cf4-811b-0efa3b84c5b5","{R}{W}{B}","Instant","BRW","normal","deferred","spell-needs-explicit-semantics",""
"Mardu Monument","5f662383-1684-4bd3-be05-e696d301e26c","{2}","Artifact","BRW","normal","deferred","noncreature-needs-explicit-semantics",""
"Mardu Siegebreaker","1f82e4b9-e67f-4f34-ac4c-57b0b300ee42","{1}{R}{W}{B}","Creature — Human Warrior","BRW","normal","deferred","oracle-needs-explicit-semantics",""
"Marina Vendrell","5aafc6c3-14f2-45b1-bd5b-c27760d791dd","{W}{U}{B}{R}{G}","Legendary Creature — Human Warlock","BGRUW","normal","deferred","oracle-needs-explicit-semantics",""
"Marina Vendrell's Grimoire","096eac52-00c2-4439-b2f3-ff555d15ec88","{5}{U}","Legendary Artifact — Book","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Mariposa Military Base","f1e03d99-024a-430b-9342-ffd2268bd103","","Land","","normal","deferred","land-needs-explicit-semantics",""
"Marisi, Breaker of the Coil","17475cf0-661d-4361-827b-1e4d638089f1","{1}{R}{G}{W}","Legendary Creature — Cat Warrior","GRW","normal","deferred","oracle-needs-explicit-semantics",""
"Mark for Death","ad2e4ab0-d990-472d-8788-3f85215da51c","{3}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Mark of Eviction","d9193641-a7f4-40d3-ac62-15015acece4e","{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Mark of Sakiko","18a98d44-54ee-4d6d-ab32-27e294ac8995","{1}{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Market Festival","15c63f9b-d071-4522-b9f0-a1f441a61b81","{3}{G}","Enchantment — Aura","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Market Gnome","12fa17b2-158e-4d53-897f-81111f912b00","{W}","Artifact Creature — Gnome","W","normal","deferred","oracle-needs-explicit-semantics",""
"Marrow Chomper","96313465-6a97-4c0e-ae9a-91e95f247f5b","{3}{B}{G}","Creature — Zombie Lizard","BG","normal","deferred","oracle-needs-explicit-semantics",""
"Marshal's Anthem","41fb2b0e-d0a0-4e47-a6f3-fc9860ade65a","{2}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Marshaling the Troops","f82c628c-c01a-4a1c-af9a-e296ba50f12f","{1}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Martha Jones","5b7ccdd2-40aa-4619-a147-0792dc02b2e5","{2}{U}","Legendary Creature — Human Cleric","U","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr of Ashes","7f00bc45-7c65-4455-9db0-58bd79bcdb4b","{R}","Creature — Human Shaman","R","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr of Bones","a099d8fa-d51e-4dbc-a03f-6f912097d41e","{B}","Creature — Human Wizard","B","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr of Frost","196cacb0-a26a-4540-9143-57867a638085","{U}","Creature — Human Wizard","U","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr of Sands","f2048140-b691-4753-8239-1aa75059e389","{W}","Creature — Human Cleric","W","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr of Spores","46c128d5-92b7-4132-a865-4db299879579","{G}","Creature — Human Shaman","G","normal","deferred","oracle-needs-explicit-semantics",""
"Martyr's Bond","7de8ffa5-f6e5-4987-b3f8-6d6fc83f8fa8","{4}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Martyrdom","f6a6da20-52c8-4921-9884-29d3a3051b0d","{1}{W}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Marut","4ba37a9e-6b80-4099-bd79-736123d0554b","{8}","Artifact Creature — Construct","","normal","deferred","oracle-needs-explicit-semantics",""
"Marvel Boy, Noh-Varr","7a315db3-e66c-4648-b7a0-5aef2ce9b580","{1}{R/W}","Legendary Creature — Kree Soldier Hero","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Marvin, Murderous Mimic","22f0dbbb-9d8d-42bc-8903-fc0b65e00952","{2}","Legendary Artifact Creature — Toy","","normal","deferred","oracle-needs-explicit-semantics",""
"Marwyn, the Nurturer","ee35de1c-aef1-4bd4-85fd-fe77bc927790","{2}{G}","Legendary Creature — Elf Druid","G","normal","deferred","oracle-needs-explicit-semantics",""
"Mary Read and Anne Bonny","5182de2d-aceb-450e-bd20-8bc7db124334","{1}{U}{R}","Legendary Creature — Human Assassin Pirate","RU","normal","deferred","oracle-needs-explicit-semantics",""
"Masako the Humorless","bb9e77c0-eb94-4bba-9b71-1935be280b75","{2}{W}","Legendary Creature — Human Advisor","W","normal","deferred","oracle-needs-explicit-semantics",""
"Mascot Exhibition","a1ea2cba-f184-4a27-9971-3a56b0a0e390","{7}","Sorcery — Lesson","","normal","deferred","spell-needs-explicit-semantics",""
"Mask of Immolation","dd86d11f-0bd8-49a9-936d-e407ea2c1818","{1}{R}","Artifact — Equipment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Mask of Intolerance","990d4798-3f59-462d-952c-777da5af1c41","{2}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Mask of the Schemer","584f9c45-9737-47bb-8ba4-a7cd9b0b2c1f","{2}{U}","Artifact — Equipment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Masked Bandits","84ac3096-098a-477a-8907-fc30ac15f00f","{3}{B}{R}{G}","Creature — Raccoon Rogue","BGR","normal","deferred","oracle-needs-explicit-semantics",""
"Mass Diminish","3a3fd911-b71c-49eb-aadb-cfa80b9e3a3a","{1}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Mass Polymorph","b133129d-1ffb-4b78-9f5b-852d163cc9b7","{5}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Master Biomancer","afeba4d7-b659-4fb1-84dd-27704fbb2621","{2}{G}{U}","Creature — Elf Wizard","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Master Chef","9eab87ff-82a0-4655-b6ea-00b27e882449","{2}{G}","Legendary Enchantment — Background","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Master Symmetrist","ffce416c-90c6-43ed-9019-e5a32accad6d","{2}{G}{G}","Creature — Rhino Druid","G","normal","deferred","oracle-needs-explicit-semantics",""
"Master Warcraft","f9bca7af-29b6-46ba-b847-56715d09d1da","{2}{R/W}{R/W}","Instant","RW","normal","deferred","spell-needs-explicit-semantics",""
"Master of Arms","37e90cab-d904-4387-9d18-62f125c38c46","{2}{W}","Creature — Human Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Master of Ceremonies","18ed0c8a-db8f-4247-87c4-544b833f01bd","{3}{W}","Creature — Rhino Druid","W","normal","deferred","oracle-needs-explicit-semantics",""
"Master of Cruelties","d135c457-9be5-4a6e-a6fb-5b35cfb70cb0","{3}{B}{R}","Creature — Demon","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Master of Death","3a16bdda-8499-47e4-b870-b9576f4c1a83","{1}{U}{B}","Creature — Zombie Wizard","BU","normal","deferred","oracle-needs-explicit-semantics",""
